gene,transcript,protein
FBgn0039777.1,FBtr0085690.1,FBpp0085052.1
FBgn0039778.1,FBtr0085652.1,FBpp0085014.1
FBgn0039779.1,FBtr0085653.1,FBpp0085015.1
FBgn0026190.1,FBtr0085689.1,FBpp0085051.1
FBgn0039780.1,FBtr0085688.1,FBpp0085050.1
FBgn0051371.1,FBtr0302522.1,FBpp0291684.1
FBgn0051371.1,FBtr0307535.1,FBpp0300190.1
FBgn0051014.1,FBtr0085686.1,FBpp0085048.1
FBgn0039782.1,FBtr0085655.1,FBpp0085017.1
FBgn0039782.1,FBtr0345121.1,FBpp0311346.1
FBgn0039782.1,FBtr0110859.1,FBpp0110158.1
FBgn0263527.1,FBtr0309608.1,
FBgn0263527.1,FBtr0309609.1,
FBgn0054041.1,FBtr0332434.1,FBpp0304707.1
FBgn0054041.1,FBtr0332435.1,FBpp0304708.1
FBgn0054041.1,FBtr0304737.1,FBpp0293279.1
FBgn0039783.1,FBtr0085685.1,FBpp0085047.1
FBgn0051524.1,FBtr0085684.1,FBpp0085046.1
FBgn0051524.1,FBtr0110860.1,FBpp0110159.1
FBgn0039784.1,FBtr0085657.1,FBpp0085019.1
FBgn0027654.1,FBtr0085682.1,FBpp0085044.1
FBgn0027654.1,FBtr0085681.1,FBpp0085043.1
FBgn0027654.1,FBtr0085683.1,FBpp0085045.1
FBgn0267112.1,FBtr0346209.1,
FBgn0267112.1,FBtr0346208.1,
FBgn0267113.1,FBtr0346206.1,
FBgn0267113.1,FBtr0346207.1,
FBgn0082582.1,FBtr0306685.1,FBpp0297624.1
FBgn0082582.1,FBtr0302111.1,FBpp0291321.1
FBgn0082582.1,FBtr0085658.1,FBpp0085020.1
FBgn0082582.1,FBtr0302601.1,FBpp0291757.1
FBgn0082582.1,FBtr0113483.1,FBpp0112393.1
FBgn0082582.1,FBtr0306686.1,FBpp0297625.1
FBgn0082582.1,FBtr0085660.1,FBpp0085022.1
FBgn0082582.1,FBtr0085659.1,FBpp0085021.1
FBgn0082582.1,FBtr0336446.1,FBpp0307552.1
FBgn0082582.1,FBtr0336447.1,FBpp0307553.1
FBgn0082582.1,FBtr0302110.1,FBpp0291320.1
FBgn0082582.1,FBtr0085661.1,FBpp0085023.1
FBgn0082582.1,FBtr0302600.1,FBpp0291756.1
FBgn0082582.1,FBtr0306687.1,FBpp0297626.1
FBgn0082582.1,FBtr0302112.1,FBpp0291322.1
FBgn0082582.1,FBtr0085662.1,FBpp0085024.1
FBgn0082582.1,FBtr0085663.1,FBpp0085025.1
FBgn0083991.1,FBtr0111047.1,FBpp0110339.1
FBgn0039787.1,FBtr0085664.1,FBpp0085026.1
FBgn0039787.1,FBtr0336449.1,FBpp0307555.1
FBgn0039787.1,FBtr0336448.1,FBpp0307554.1
FBgn0039788.1,FBtr0085680.1,FBpp0085042.1
FBgn0039789.1,FBtr0085679.1,FBpp0085041.1
FBgn0039790.1,FBtr0302608.1,FBpp0291764.1
FBgn0039790.1,FBtr0302610.1,FBpp0291766.1
FBgn0039790.1,FBtr0302609.1,FBpp0291765.1
FBgn0039790.1,FBtr0085677.1,FBpp0085039.1
FBgn0039790.1,FBtr0302606.1,FBpp0291762.1
FBgn0039790.1,FBtr0335445.1,FBpp0307424.1
FBgn0039790.1,FBtr0085674.1,FBpp0085036.1
FBgn0039790.1,FBtr0302607.1,FBpp0291763.1
FBgn0039790.1,FBtr0085678.1,FBpp0085040.1
FBgn0039790.1,FBtr0302605.1,FBpp0291761.1
FBgn0039790.1,FBtr0085676.1,FBpp0085038.1
FBgn0039790.1,FBtr0085673.1,FBpp0085035.1
FBgn0039790.1,FBtr0085675.1,FBpp0085037.1
FBgn0039790.1,FBtr0302313.1,FBpp0291519.1
FBgn0039790.1,FBtr0335443.1,FBpp0307422.1
FBgn0039790.1,FBtr0335444.1,FBpp0307423.1
FBgn0051019.1,FBtr0335439.1,FBpp0307419.1
FBgn0051019.1,FBtr0085665.1,FBpp0085027.1
FBgn0051021.1,FBtr0300983.1,FBpp0290205.1
FBgn0051017.1,FBtr0085667.1,FBpp0085029.1
FBgn0051016.1,FBtr0300962.1,FBpp0290184.1
FBgn0051016.1,FBtr0335440.1,FBpp0307420.1
FBgn0267131.1,FBtr0346228.1,
FBgn0267131.1,FBtr0346227.1,
FBgn0266259.1,FBtr0343926.1,FBpp0310417.1
FBgn0264985.1,FBtr0335442.1,
FBgn0039792.1,FBtr0085672.1,FBpp0085034.1
FBgn0039792.1,FBtr0335441.1,FBpp0307421.1
FBgn0051013.1,FBtr0085671.1,FBpp0085033.1
FBgn0051015.1,FBtr0085670.1,FBpp0085032.1
FBgn0085461.1,FBtr0112733.1,FBpp0111645.1
FBgn0085462.1,FBtr0304711.1,FBpp0293254.1
FBgn0085462.1,FBtr0112734.1,FBpp0111646.1
FBgn0266701.1,FBtr0345125.1,
FBgn0039795.1,FBtr0085698.1,FBpp0085060.1
FBgn0039796.1,FBtr0085728.1,FBpp0085090.1
FBgn0039796.1,FBtr0335455.1,FBpp0307433.1
FBgn0000274.1,FBtr0085727.1,FBpp0085089.1
FBgn0000274.1,FBtr0335454.1,FBpp0307432.1
FBgn0267654.1,FBtr0347123.1,
FBgn0267654.1,FBtr0347122.1,
FBgn0267784.1,FBtr0347349.1,
FBgn0267784.1,FBtr0347350.1,
FBgn0051010.1,FBtr0335453.1,FBpp0307431.1
FBgn0051010.1,FBtr0085725.1,FBpp0085087.1
FBgn0039797.1,FBtr0339513.1,FBpp0308596.1
FBgn0039797.1,FBtr0085699.1,FBpp0085061.1
FBgn0039798.1,FBtr0335451.1,FBpp0307429.1
FBgn0039798.1,FBtr0335452.1,FBpp0307430.1
FBgn0039799.1,FBtr0085700.1,FBpp0085062.1
FBgn0039799.1,FBtr0346147.1,FBpp0311975.1
FBgn0039800.1,FBtr0085723.1,FBpp0085085.1
FBgn0039800.1,FBtr0306293.1,FBpp0297402.1
FBgn0039801.1,FBtr0085722.1,FBpp0085084.1
FBgn0039801.1,FBtr0085721.1,FBpp0085083.1
FBgn0039801.1,FBtr0306292.1,FBpp0297401.1
FBgn0262883.1,FBtr0306291.1,
FBgn0004606.1,FBtr0331180.1,FBpp0303607.1
FBgn0004606.1,FBtr0085701.1,FBpp0085063.1
FBgn0004606.1,FBtr0085702.1,FBpp0085064.1
FBgn0266699.1,FBtr0345123.1,
FBgn0011739.1,FBtr0085720.1,FBpp0085082.1
FBgn0262444.1,FBtr0304452.1,
FBgn0262444.1,FBtr0304453.1,
FBgn0039802.1,FBtr0085703.1,FBpp0085065.1
FBgn0027598.1,FBtr0310068.1,FBpp0301769.1
FBgn0027598.1,FBtr0085704.1,FBpp0085066.1
FBgn0027598.1,FBtr0310424.1,FBpp0302572.1
FBgn0027598.1,FBtr0085705.1,FBpp0085067.1
FBgn0027598.1,FBtr0310069.1,FBpp0301770.1
FBgn0027598.1,FBtr0310070.1,FBpp0301771.1
FBgn0027598.1,FBtr0310071.1,FBpp0301772.1
FBgn0027598.1,FBtr0085706.1,FBpp0085068.1
FBgn0027598.1,FBtr0085707.1,FBpp0085069.1
FBgn0027598.1,FBtr0310072.1,FBpp0301773.1
FBgn0039804.1,FBtr0335414.1,FBpp0307397.1
FBgn0039804.1,FBtr0085708.1,FBpp0085070.1
FBgn0003720.1,FBtr0085709.1,FBpp0085071.1
FBgn0039805.1,FBtr0085710.1,FBpp0085072.1
FBgn0039806.1,FBtr0085719.1,FBpp0085081.1
FBgn0039807.1,FBtr0085718.1,FBpp0085080.1
FBgn0039808.1,FBtr0346757.1,FBpp0312354.1
FBgn0039808.1,FBtr0344716.1,FBpp0311049.1
FBgn0039808.1,FBtr0346758.1,FBpp0312355.1
FBgn0039808.1,FBtr0344715.1,FBpp0311048.1
FBgn0039809.1,FBtr0085715.1,FBpp0085077.1
FBgn0000416.1,FBtr0085714.1,FBpp0085076.1
FBgn0000416.1,FBtr0085713.1,FBpp0085075.1
FBgn0015032.1,FBtr0085712.1,FBpp0085074.1
FBgn0053483.1,FBtr0089295.1,FBpp0088349.1
FBgn0053483.1,FBtr0303425.1,FBpp0292484.1
FBgn0020912.1,FBtr0089389.1,FBpp0088412.1
FBgn0020912.1,FBtr0330094.1,FBpp0303127.1
FBgn0020912.1,FBtr0089391.1,FBpp0088974.1
FBgn0264833.1,FBtr0334697.1,
FBgn0039810.1,FBtr0085752.1,FBpp0085114.1
FBgn0039811.1,FBtr0085751.1,FBpp0085113.1
FBgn0039812.1,FBtr0085731.1,FBpp0085093.1
FBgn0062411.1,FBtr0085749.1,FBpp0085111.1
FBgn0004573.1,FBtr0334508.1,FBpp0306575.1
FBgn0004573.1,FBtr0085746.1,FBpp0085108.1
FBgn0267785.1,FBtr0347351.1,
FBgn0051008.1,FBtr0085748.1,FBpp0085110.1
FBgn0051007.1,FBtr0085747.1,FBpp0085109.1
FBgn0267786.1,FBtr0347352.1,
FBgn0053773.1,FBtr0091774.1,FBpp0091035.1
FBgn0010015.1,FBtr0304582.1,FBpp0293124.1
FBgn0010015.1,FBtr0085732.1,FBpp0085094.1
FBgn0010015.1,FBtr0334546.1,FBpp0306613.1
FBgn0053920.1,FBtr0091924.1,FBpp0091160.1
FBgn0016123.1,FBtr0085733.1,FBpp0085095.1
FBgn0016123.1,FBtr0085734.1,FBpp0085096.1
FBgn0263562.1,FBtr0309703.1,
FBgn0263562.1,FBtr0309705.1,
FBgn0263562.1,FBtr0309704.1,
FBgn0010808.1,FBtr0085745.1,FBpp0085107.1
FBgn0002413.1,FBtr0334548.1,FBpp0306615.1
FBgn0002413.1,FBtr0085744.1,FBpp0085106.1
FBgn0002413.1,FBtr0085743.1,FBpp0085105.1
FBgn0002413.1,FBtr0085742.1,FBpp0085104.1
FBgn0024288.1,FBtr0085735.1,FBpp0085097.1
FBgn0039816.1,FBtr0085741.1,FBpp0085103.1
FBgn0039816.1,FBtr0334547.1,FBpp0306614.1
FBgn0039817.1,FBtr0290201.1,FBpp0288640.1
FBgn0039818.1,FBtr0085739.1,FBpp0085101.1
FBgn0261395.1,FBtr0085738.1,FBpp0085100.1
FBgn0039820.1,FBtr0085736.1,FBpp0085098.1
FBgn0039821.1,FBtr0309195.1,FBpp0301140.1
FBgn0039821.1,FBtr0309194.1,FBpp0301139.1
FBgn0039821.1,FBtr0085737.1,FBpp0085099.1
FBgn0263412.1,FBtr0309192.1,
FBgn0263412.1,FBtr0309193.1,
FBgn0013973.1,FBtr0085753.1,FBpp0085115.1
FBgn0086704.1,FBtr0085782.1,FBpp0085143.1
FBgn0086704.1,FBtr0085781.1,FBpp0085142.1
FBgn0086704.1,FBtr0301346.1,FBpp0290560.1
FBgn0051004.1,FBtr0300960.1,FBpp0290182.1
FBgn0051004.1,FBtr0344066.1,FBpp0310483.1
FBgn0051004.1,FBtr0085779.1,FBpp0085140.1
FBgn0051004.1,FBtr0300961.1,FBpp0290183.1
FBgn0051004.1,FBtr0085780.1,FBpp0085141.1
FBgn0004389.1,FBtr0085754.1,FBpp0085116.1
FBgn0039827.1,FBtr0085755.1,FBpp0085117.1
FBgn0267435.1,FBtr0330101.1,FBpp0303134.1
FBgn0267435.1,FBtr0085778.1,FBpp0085139.1
FBgn0267435.1,FBtr0335411.1,FBpp0307394.1
FBgn0267435.1,FBtr0335410.1,FBpp0307393.1
FBgn0267435.1,FBtr0330100.1,FBpp0303133.1
FBgn0061476.1,FBtr0085777.1,FBpp0085138.1
FBgn0039828.1,FBtr0085757.1,FBpp0085119.1
FBgn0039829.1,FBtr0085776.1,FBpp0085137.1
FBgn0039830.1,FBtr0085772.1,FBpp0085134.1
FBgn0039830.1,FBtr0085773.1,FBpp0085135.1
FBgn0039830.1,FBtr0305121.1,FBpp0293652.1
FBgn0039830.1,FBtr0085774.1,FBpp0085136.1
FBgn0039830.1,FBtr0305122.1,FBpp0293653.1
FBgn0039830.1,FBtr0306237.1,FBpp0297347.1
FBgn0046696.1,FBtr0085775.1,
FBgn0263544.1,FBtr0309654.1,
FBgn0263544.1,FBtr0309656.1,
FBgn0263544.1,FBtr0309655.1,
FBgn0039831.1,FBtr0335409.1,FBpp0307392.1
FBgn0039831.1,FBtr0335408.1,FBpp0307391.1
FBgn0039831.1,FBtr0085758.1,FBpp0085120.1
FBgn0039831.1,FBtr0113312.1,FBpp0112224.1
FBgn0039832.1,FBtr0085771.1,FBpp0085133.1
FBgn0039833.1,FBtr0085770.1,FBpp0085132.1
FBgn0051005.1,FBtr0085769.1,FBpp0085131.1
FBgn0051005.1,FBtr0345211.1,FBpp0311406.1
FBgn0039835.1,FBtr0085759.1,FBpp0085121.1
FBgn0039836.1,FBtr0085767.1,FBpp0085129.1
FBgn0086362.1,FBtr0330079.1,FBpp0303112.1
FBgn0086362.1,FBtr0085760.1,FBpp0085122.1
FBgn0039838.1,FBtr0113313.1,FBpp0112225.1
FBgn0040628.1,FBtr0344065.1,FBpp0310482.1
FBgn0040628.1,FBtr0344064.1,FBpp0310481.1
FBgn0040628.1,FBtr0305335.1,FBpp0293878.1
FBgn0040629.1,FBtr0305336.1,FBpp0293879.1
FBgn0039839.1,FBtr0085764.1,FBpp0085126.1
FBgn0039840.1,FBtr0085766.1,FBpp0085128.1
FBgn0085376.1,FBtr0290046.1,FBpp0288485.1
FBgn0085376.1,FBtr0334566.1,FBpp0306633.1
FBgn0267787.1,FBtr0347353.1,
FBgn0046332.1,FBtr0085784.1,FBpp0085145.1
FBgn0039844.1,FBtr0085785.1,FBpp0085146.1
FBgn0039844.1,FBtr0334550.1,FBpp0306617.1
FBgn0039844.1,FBtr0085786.1,FBpp0085147.1
FBgn0039844.1,FBtr0334549.1,FBpp0306616.1
FBgn0051204.1,FBtr0085814.1,FBpp0085175.1
FBgn0051002.1,FBtr0085813.1,FBpp0085174.1
FBgn0019990.1,FBtr0334552.1,FBpp0306619.1
FBgn0019990.1,FBtr0334551.1,FBpp0306618.1
FBgn0019990.1,FBtr0085787.1,FBpp0085148.1
FBgn0039846.1,FBtr0300881.1,FBpp0290103.1
FBgn0039846.1,FBtr0334553.1,FBpp0306620.1
FBgn0039846.1,FBtr0085811.1,FBpp0085172.1
FBgn0039846.1,FBtr0085812.1,FBpp0085173.1
FBgn0261988.1,FBtr0085788.1,FBpp0085149.1
FBgn0261988.1,FBtr0334555.1,FBpp0306622.1
FBgn0039848.1,FBtr0085810.1,FBpp0085171.1
FBgn0039849.1,FBtr0085808.1,FBpp0085169.1
FBgn0039849.1,FBtr0334556.1,FBpp0306623.1
FBgn0039849.1,FBtr0085809.1,FBpp0085170.1
FBgn0039850.1,FBtr0085789.1,FBpp0085150.1
FBgn0267114.1,FBtr0346210.1,
FBgn0267115.1,FBtr0346211.1,
FBgn0267132.1,FBtr0346229.1,
FBgn0039851.1,FBtr0085790.1,FBpp0085151.1
FBgn0039851.1,FBtr0346230.1,FBpp0312018.1
FBgn0267133.1,FBtr0346231.1,
FBgn0039852.1,FBtr0300875.1,FBpp0290097.1
FBgn0039852.1,FBtr0300876.1,FBpp0290098.1
FBgn0267789.1,FBtr0347355.1,
FBgn0267788.1,FBtr0347354.1,
FBgn0028968.1,FBtr0301290.1,FBpp0290505.1
FBgn0028968.1,FBtr0330096.1,FBpp0303129.1
FBgn0028968.1,FBtr0085794.1,FBpp0085155.1
FBgn0028968.1,FBtr0085793.1,FBpp0085154.1
FBgn0043900.1,FBtr0085806.1,FBpp0085167.1
FBgn0003268.1,FBtr0085795.1,FBpp0085156.1
FBgn0266700.1,FBtr0345124.1,
FBgn0039854.1,FBtr0085796.1,FBpp0085157.1
FBgn0039855.1,FBtr0113315.1,FBpp0112227.1
FBgn0039856.1,FBtr0085798.1,FBpp0085159.1
FBgn0039856.1,FBtr0344003.1,FBpp0310455.1
FBgn0039857.1,FBtr0085804.1,FBpp0085165.1
FBgn0039857.1,FBtr0085805.1,FBpp0085166.1
FBgn0039858.1,FBtr0333328.1,FBpp0305520.1
FBgn0039858.1,FBtr0085799.1,FBpp0085160.1
FBgn0039858.1,FBtr0085800.1,FBpp0085161.1
FBgn0039858.1,FBtr0085802.1,FBpp0085163.1
FBgn0039858.1,FBtr0085803.1,FBpp0085164.1
FBgn0011655.1,FBtr0085815.1,FBpp0085176.1
FBgn0011655.1,FBtr0337030.1,FBpp0307959.1
FBgn0011655.1,FBtr0085816.1,FBpp0085177.1
FBgn0039859.1,FBtr0337033.1,FBpp0307962.1
FBgn0039859.1,FBtr0085868.1,FBpp0085227.1
FBgn0039860.1,FBtr0085819.1,FBpp0085180.1
FBgn0039861.1,FBtr0085820.1,FBpp0085181.1
FBgn0039861.1,FBtr0337032.1,FBpp0307961.1
FBgn0039861.1,FBtr0337031.1,FBpp0307960.1
FBgn0039862.1,FBtr0085821.1,FBpp0085182.1
FBgn0039862.1,FBtr0330107.1,FBpp0303140.1
FBgn0039863.1,FBtr0085824.1,FBpp0085185.1
FBgn0039863.1,FBtr0085823.1,FBpp0085184.1
FBgn0039864.1,FBtr0085867.1,FBpp0085226.1
FBgn0264900.1,FBtr0334932.1,
FBgn0267124.1,FBtr0346221.1,
FBgn0267125.1,FBtr0346220.1,
FBgn0266412.1,FBtr0344393.1,
FBgn0261583.1,FBtr0302894.1,FBpp0292025.1
FBgn0054046.1,FBtr0308935.1,
FBgn0003870.1,FBtr0085825.1,FBpp0085186.1
FBgn0003870.1,FBtr0085826.1,FBpp0085187.1
FBgn0003870.1,FBtr0085828.1,FBpp0085189.1
FBgn0003870.1,FBtr0085827.1,FBpp0085188.1
FBgn0003870.1,FBtr0085829.1,FBpp0085190.1
FBgn0003870.1,FBtr0085830.1,FBpp0085191.1
FBgn0003870.1,FBtr0303227.1,FBpp0292319.1
FBgn0003870.1,FBtr0303228.1,FBpp0292320.1
FBgn0039867.1,FBtr0085865.1,FBpp0085224.1
FBgn0039868.1,FBtr0085831.1,FBpp0085192.1
FBgn0000557.1,FBtr0085835.1,FBpp0089104.1
FBgn0000557.1,FBtr0085832.1,FBpp0085193.1
FBgn0000557.1,FBtr0085834.1,FBpp0089103.1
FBgn0000557.1,FBtr0085833.1,FBpp0085194.1
FBgn0039869.1,FBtr0085836.1,FBpp0085195.1
FBgn0039870.1,FBtr0085837.1,FBpp0085196.1
FBgn0000150.1,FBtr0339146.1,FBpp0308291.1
FBgn0000150.1,FBtr0346611.1,FBpp0312191.1
FBgn0000150.1,FBtr0346150.1,FBpp0311978.1
FBgn0261479.1,FBtr0085863.1,FBpp0085222.1
FBgn0022349.1,FBtr0085839.1,FBpp0085198.1
FBgn0022349.1,FBtr0085840.1,FBpp0085199.1
FBgn0022349.1,FBtr0085841.1,FBpp0085200.1
FBgn0039872.1,FBtr0300915.1,FBpp0290137.1
FBgn0039872.1,FBtr0339190.1,FBpp0308328.1
FBgn0262384.1,FBtr0304237.1,
FBgn0262384.1,FBtr0304236.1,
FBgn0017448.1,FBtr0303376.1,FBpp0292438.1
FBgn0017448.1,FBtr0085861.1,FBpp0085220.1
FBgn0265203.1,FBtr0339187.1,
FBgn0265203.1,FBtr0339186.1,
FBgn0039873.1,FBtr0085860.1,FBpp0085219.1
FBgn0003065.1,FBtr0085859.1,FBpp0085218.1
FBgn0263384.1,FBtr0309071.1,
FBgn0046756.1,FBtr0091956.1,
FBgn0039874.1,FBtr0085858.1,FBpp0085217.1
FBgn0039875.1,FBtr0330113.1,FBpp0303146.1
FBgn0039875.1,FBtr0085842.1,FBpp0085201.1
FBgn0039876.1,FBtr0085857.1,FBpp0085216.1
FBgn0039876.1,FBtr0330114.1,FBpp0303147.1
FBgn0005632.1,FBtr0339189.1,FBpp0308327.1
FBgn0005632.1,FBtr0339188.1,FBpp0308326.1
FBgn0005632.1,FBtr0085843.1,FBpp0085202.1
FBgn0005632.1,FBtr0085844.1,FBpp0085203.1
FBgn0005632.1,FBtr0307548.1,FBpp0300200.1
FBgn0005632.1,FBtr0307550.1,FBpp0300202.1
FBgn0005632.1,FBtr0307547.1,FBpp0300199.1
FBgn0039877.1,FBtr0307551.1,FBpp0300203.1
FBgn0039877.1,FBtr0085856.1,FBpp0085215.1
FBgn0039877.1,FBtr0307552.1,FBpp0300204.1
FBgn0039877.1,FBtr0085855.1,FBpp0085214.1
FBgn0027620.1,FBtr0085845.1,FBpp0085204.1
FBgn0250755.1,FBtr0290135.1,FBpp0288575.1
FBgn0039879.1,FBtr0085846.1,FBpp0085205.1
FBgn0039881.1,FBtr0085847.1,FBpp0085206.1
FBgn0039881.1,FBtr0085848.1,FBpp0085207.1
FBgn0039881.1,FBtr0344004.1,FBpp0310456.1
FBgn0039881.1,FBtr0305131.1,FBpp0293661.1
FBgn0039882.1,FBtr0085852.1,FBpp0085211.1
FBgn0266268.1,FBtr0085850.1,FBpp0085209.1
FBgn0266268.1,FBtr0085849.1,FBpp0085208.1
FBgn0266268.1,FBtr0085851.1,FBpp0085210.1
FBgn0039883.1,FBtr0302181.1,FBpp0291391.1
FBgn0039883.1,FBtr0343538.1,FBpp0310142.1
FBgn0039883.1,FBtr0343539.1,FBpp0310143.1
FBgn0039883.1,FBtr0302179.1,FBpp0291389.1
FBgn0039883.1,FBtr0309829.1,FBpp0301565.1
FBgn0039883.1,FBtr0304595.1,FBpp0293137.1
FBgn0039883.1,FBtr0304594.1,FBpp0293136.1
FBgn0039883.1,FBtr0302180.1,FBpp0291390.1
FBgn0011224.1,FBtr0112866.1,FBpp0111779.1
FBgn0011224.1,FBtr0300269.1,FBpp0289497.1
FBgn0011224.1,FBtr0112864.1,FBpp0111777.1
FBgn0011224.1,FBtr0085881.1,FBpp0085240.1
FBgn0011224.1,FBtr0300263.1,FBpp0289491.1
FBgn0011224.1,FBtr0085883.1,FBpp0085242.1
FBgn0011224.1,FBtr0300268.1,FBpp0289496.1
FBgn0011224.1,FBtr0085886.1,FBpp0085245.1
FBgn0011224.1,FBtr0300266.1,FBpp0289494.1
FBgn0011224.1,FBtr0085888.1,FBpp0085247.1
FBgn0011224.1,FBtr0085887.1,FBpp0085246.1
FBgn0011224.1,FBtr0085880.1,FBpp0085239.1
FBgn0011224.1,FBtr0306693.1,FBpp0297632.1
FBgn0011224.1,FBtr0085879.1,FBpp0085238.1
FBgn0011224.1,FBtr0085882.1,FBpp0085241.1
FBgn0011224.1,FBtr0085885.1,FBpp0085244.1
FBgn0011224.1,FBtr0306692.1,FBpp0297631.1
FBgn0011224.1,FBtr0300267.1,FBpp0289495.1
FBgn0011224.1,FBtr0085884.1,FBpp0085243.1
FBgn0011224.1,FBtr0300264.1,FBpp0289492.1
FBgn0011224.1,FBtr0300270.1,FBpp0289498.1
FBgn0011224.1,FBtr0300265.1,FBpp0289493.1
FBgn0011224.1,FBtr0112865.1,FBpp0111778.1
FBgn0011224.1,FBtr0346192.1,FBpp0312011.1
FBgn0011224.1,FBtr0085878.1,FBpp0085237.1
FBgn0039886.1,FBtr0085870.1,FBpp0085229.1
FBgn0039886.1,FBtr0085871.1,FBpp0085230.1
FBgn0039886.1,FBtr0344271.1,FBpp0310676.1
FBgn0267116.1,FBtr0346212.1,
FBgn0267117.1,FBtr0346213.1,
FBgn0039887.1,FBtr0085873.1,FBpp0085232.1
FBgn0039887.1,FBtr0344005.1,FBpp0310457.1
FBgn0040206.1,FBtr0085877.1,FBpp0085236.1
FBgn0040206.1,FBtr0305268.1,FBpp0293792.1
FBgn0002780.1,FBtr0085874.1,FBpp0085233.1
FBgn0002780.1,FBtr0310268.1,FBpp0301951.1
FBgn0002645.1,FBtr0334299.1,FBpp0306414.1
FBgn0002645.1,FBtr0085876.1,FBpp0085235.1
FBgn0002645.1,FBtr0085875.1,FBpp0085234.1
FBgn0052475.1,FBtr0329896.1,FBpp0302930.1
FBgn0052475.1,FBtr0072462.1,FBpp0072364.1
FBgn0262679.1,FBtr0305596.1,FBpp0294047.1
FBgn0002564.1,FBtr0072463.1,FBpp0072365.1
FBgn0265703.1,FBtr0340637.1,
FBgn0265704.1,FBtr0340638.1,
FBgn0262680.1,FBtr0347235.1,
FBgn0264720.1,FBtr0334095.1,
FBgn0035097.1,FBtr0305595.1,FBpp0294046.1
FBgn0035097.1,FBtr0072541.1,FBpp0072440.1
FBgn0040688.1,FBtr0072540.1,FBpp0072439.1
FBgn0266950.1,FBtr0345843.1,
FBgn0266951.1,FBtr0345842.1,
FBgn0266949.1,FBtr0345841.1,
FBgn0020386.1,FBtr0072464.1,FBpp0072366.1
FBgn0020386.1,FBtr0333218.1,FBpp0305420.1
FBgn0020386.1,FBtr0072465.1,FBpp0072367.1
FBgn0020386.1,FBtr0072466.1,FBpp0072368.1
FBgn0020386.1,FBtr0072467.1,FBpp0072369.1
FBgn0020386.1,FBtr0072468.1,FBpp0072370.1
FBgn0020386.1,FBtr0072469.1,FBpp0072371.1
FBgn0020386.1,FBtr0072471.1,FBpp0072373.1
FBgn0020386.1,FBtr0072470.1,FBpp0072372.1
FBgn0267455.1,FBtr0346826.1,
FBgn0035099.1,FBtr0273352.1,FBpp0271860.1
FBgn0035099.1,FBtr0273353.1,FBpp0271861.1
FBgn0035099.1,FBtr0273351.1,FBpp0271859.1
FBgn0263988.1,FBtr0072538.1,FBpp0072437.1
FBgn0263988.1,FBtr0072539.1,FBpp0072438.1
FBgn0035101.1,FBtr0299864.1,FBpp0289142.1
FBgn0035101.1,FBtr0301889.1,FBpp0291103.1
FBgn0035101.1,FBtr0299866.1,FBpp0289144.1
FBgn0035101.1,FBtr0072475.1,FBpp0072377.1
FBgn0035101.1,FBtr0299865.1,FBpp0289143.1
FBgn0262681.1,FBtr0344639.1,
FBgn0035102.1,FBtr0072537.1,FBpp0072436.1
FBgn0267456.1,FBtr0346827.1,
FBgn0035103.1,FBtr0301890.1,FBpp0291104.1
FBgn0035103.1,FBtr0072535.1,FBpp0072434.1
FBgn0035103.1,FBtr0334069.1,FBpp0306194.1
FBgn0035103.1,FBtr0072536.1,FBpp0072435.1
FBgn0035103.1,FBtr0072534.1,FBpp0072433.1
FBgn0035104.1,FBtr0334068.1,FBpp0306193.1
FBgn0035104.1,FBtr0072476.1,FBpp0072378.1
FBgn0083976.1,FBtr0110975.1,FBpp0110275.1
FBgn0083992.1,FBtr0344094.1,FBpp0310519.1
FBgn0083992.1,FBtr0110976.1,FBpp0110401.1
FBgn0083992.1,FBtr0344024.1,FBpp0310474.1
FBgn0083992.1,FBtr0110977.1,FBpp0110276.1
FBgn0027786.1,FBtr0305544.1,FBpp0293995.1
FBgn0027786.1,FBtr0305546.1,FBpp0293997.1
FBgn0027786.1,FBtr0072479.1,FBpp0072381.1
FBgn0027786.1,FBtr0305545.1,FBpp0293996.1
FBgn0027786.1,FBtr0072478.1,FBpp0072380.1
FBgn0027786.1,FBtr0072477.1,FBpp0072379.1
FBgn0035106.1,FBtr0072532.1,FBpp0072431.1
FBgn0035106.1,FBtr0305549.1,FBpp0294000.1
FBgn0035106.1,FBtr0305548.1,FBpp0293999.1
FBgn0035107.1,FBtr0346614.1,FBpp0312194.1
FBgn0035107.1,FBtr0072481.1,FBpp0072383.1
FBgn0035107.1,FBtr0072480.1,FBpp0072382.1
FBgn0025592.1,FBtr0072530.1,FBpp0072429.1
FBgn0025592.1,FBtr0072529.1,FBpp0072428.1
FBgn0024945.1,FBtr0072483.1,FBpp0072385.1
FBgn0035109.1,FBtr0072484.1,FBpp0072386.1
FBgn0027587.1,FBtr0344842.1,FBpp0311157.1
FBgn0027587.1,FBtr0072528.1,FBpp0072427.1
FBgn0027587.1,FBtr0344840.1,FBpp0311155.1
FBgn0027587.1,FBtr0344841.1,FBpp0311156.1
FBgn0027587.1,FBtr0331407.1,FBpp0303824.1
FBgn0035110.1,FBtr0072527.1,FBpp0072426.1
FBgn0035110.1,FBtr0072526.1,FBpp0072425.1
FBgn0035111.1,FBtr0072487.1,FBpp0072389.1
